"hcode1","hos_hcode","zone_hcode","hmain2","hos_hmain","prov_hcode","prov_hmain","prov2","zone_hmain2","chcode","cathmain","ampr_main_nb","ampr_nb","amprhcode","tumbon_main_nb","tumbon_nb","tumbon","hos_nb"
"13687",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102107","10310100","31","21",เขตบางขุนเทียน,"01","07",แสมดำ,12
"13687",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13","11708",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102107","10350300","35","21",เขตบางขุนเทียน,"03","07",แสมดำ,10
"13687",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102107","10200400","20","21",เขตบางขุนเทียน,"04","07",แสมดำ,4
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10430100","43","10",เขตมีนบุรี,"01","01",มีนบุรี,3579
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10370100","37","10",เขตมีนบุรี,"01","01",มีนบุรี,9
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11536",รพ.เวชการุณย์รัศมิ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10030102","03","10",เขตมีนบุรี,"01","01",มีนบุรี,771
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10180200","18","10",เขตมีนบุรี,"02","01",มีนบุรี,2
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11583",รพ.กล้วยน้ำไท,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10330300","33","10",เขตมีนบุรี,"03","01",มีนบุรี,1
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11629",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10170200","17","10",เขตมีนบุรี,"02","01",มีนบุรี,2
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10340100","34","10",เขตมีนบุรี,"01","01",มีนบุรี,3
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10410100","41","10",เขตมีนบุรี,"01","01",มีนบุรี,2
"13688",ศูนย์บริการสาธารณสุข43  มีนบุรี,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101001","10370200","37","10",เขตมีนบุรี,"02","01",มีนบุรี,1
"13689",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101101","10430100","43","11",เขตลาดกระบัง,"01","01",ลาดกระบัง,188
"13689",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101101","10370100","37","11",เขตลาดกระบัง,"01","01",ลาดกระบัง,3
"13689",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13","11478",รพ.สมเด็จพระปิ่นเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101101","10150400","15","11",เขตลาดกระบัง,"04","01",ลาดกระบัง,2
"13689",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13","11538",รพ.ลาดกระบังกรุงเทพมหานคร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101101","10110100","11","11",เขตลาดกระบัง,"01","01",ลาดกระบัง,383
"13689",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101101","10400304","40","11",เขตลาดกระบัง,"03","01",ลาดกระบัง,1
"13690",ศูนย์บริการสาธารณสุข47 คลองขวาง,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102208","10040200","04","22",เขตภาษีเจริญ,"02","08",คลองขวาง,2
"13690",ศูนย์บริการสาธารณสุข47 คลองขวาง,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102208","10180200","18","22",เขตภาษีเจริญ,"02","08",คลองขวาง,493
"13690",ศูนย์บริการสาธารณสุข47 คลองขวาง,"13","13756",รพ.จุฬาลงกรณ์สภากาชาดไทย,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102208","10070200","07","22",เขตภาษีเจริญ,"02","08",คลองขวาง,1
"13690",ศูนย์บริการสาธารณสุข47 คลองขวาง,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102208","10200400","20","22",เขตภาษีเจริญ,"04","08",คลองขวาง,22
"13690",ศูนย์บริการสาธารณสุข47 คลองขวาง,"13","15049",รพ.สิรินธร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102208","10320100","32","22",เขตภาษีเจริญ,"01","08",คลองขวาง,6
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11478",รพ.สมเด็จพระปิ่นเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10150400","15","23",เขตหนองแขม,"04","02",หนองแขม,5
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10420300","42","23",เขตหนองแขม,"03","02",หนองแขม,2
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10080200","08","23",เขตหนองแขม,"02","02",หนองแขม,22
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10180200","18","23",เขตหนองแขม,"02","02",หนองแขม,453
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11540",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10230200","23","23",เขตหนองแขม,"02","02",หนองแขม,2997
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10310100","31","23",เขตหนองแขม,"01","02",หนองแขม,22
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11667",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10240204","24","23",เขตหนองแขม,"02","02",หนองแขม,3
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","11708",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10350300","35","23",เขตหนองแขม,"03","02",หนองแขม,3
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10200400","20","23",เขตหนองแขม,"04","02",หนองแขม,11
"13691",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102302","10400304","40","23",เขตหนองแขม,"03","02",หนองแขม,2206
"13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13","11468",ทัณฑสถานโรงพยาบาลราชทัณฑ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101902","10300100","30","19",เขตตลิ่งชัน,"01","02",ตลิ่งชัน,1
"13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101902","10370100","37","19",เขตตลิ่งชัน,"01","02",ตลิ่งชัน,1
"13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101902","10310100","31","19",เขตตลิ่งชัน,"01","02",ตลิ่งชัน,4
"13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101902","10340100","34","19",เขตตลิ่งชัน,"01","02",ตลิ่งชัน,7
"13692",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,"13","13675",ศูนย์บริการสาธารณสุข30 วัดเจ้าอาม,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101902","10200600","20","19",เขตตลิ่งชัน,"06","02",ตลิ่งชัน,1
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10430100","43","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,957
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11535",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10020200","02","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,1
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11536",รพ.เวชการุณย์รัศมิ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10030102","03","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,4
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10080200","08","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,3
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11595",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10100100","10","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,2
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10340100","34","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,4
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","13680",ศูนย์บริการสาธารณสุข35 หัวหมาก,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10060800","06","27",เขตบึงกุ่ม,"08","01",คลองกุ่ม,2
"13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10370200","37","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,1
"13694",ศูนย์บริการสาธารณสุข51 จตุจักร,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103004","10370100","37","30",เขตจตุจักร,"01","04",จอมพล,153
"13694",ศูนย์บริการสาธารณสุข51 จตุจักร,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103004","10080200","08","30",เขตจตุจักร,"02","04",จอมพล,4
"13694",ศูนย์บริการสาธารณสุข51 จตุจักร,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103004","10370200","37","30",เขตจตุจักร,"02","04",จอมพล,33
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10370100","37","26",เขตดินแดง,"01","01",ดินแดง,38
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","11477",รพ.ทหารผ่านศึก,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10140100","14","26",เขตดินแดง,"01","01",ดินแดง,2
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10180200","18","26",เขตดินแดง,"02","01",ดินแดง,7
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10340100","34","26",เขตดินแดง,"01","01",ดินแดง,1
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10410100","41","26",เขตดินแดง,"01","01",ดินแดง,2
"13695",ศูนย์บริการสาธารณสุข52 สามเสนนอก,"13","13660",ศูนย์บริการสาธารณสุข15 ลาดพร้าว,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102601","10170400","17","26",เขตดินแดง,"04","01",ดินแดง,2
"13696",ศูนย์บริการสาธารณสุข53 ทุ่งสองห้อง,"13","13676",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104101","10250200","25","41",เขตหลักสี่,"02","01",ทุ่งสองห้อง,1
"13697",ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,"13","13674",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104901","10350200","35","49",เขตทุ่งครุ,"02","01",บางมด,2
"13697",ศูนย์บริการสาธารณสุข54 ทัศน์เอี่ยม,"13","13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104901","10490200","49","49",เขตทุ่งครุ,"02","01",บางมด,6
"13698",ศูนย์บริการสาธารณสุข55 เดชะสัมพันธ์,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","101203","10310100","31","12",เขตยานนาวา,"01","03",ช่องนนทรี,771
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10040200","04","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,5
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","11470",รพ.นพรัตนราชธานี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10430100","43","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,1889
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","11481",รพ.พระมงกุฎเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10370100","37","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,3
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","11629",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10170200","17","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,3
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","13666",ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10390300","39","27",เขตบึงกุ่ม,"03","01",คลองกุ่ม,3
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","13693",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10270100","27","27",เขตบึงกุ่ม,"01","01",คลองกุ่ม,1
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10360204","36","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,1
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","13756",รพ.จุฬาลงกรณ์สภากาชาดไทย,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10070200","07","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,1
"13699",ศูนย์บริการสาธารณสุข56 ทับเจริญ,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102701","10370200","37","27",เขตบึงกุ่ม,"02","01",คลองกุ่ม,3
"13700",ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13","11595",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103202","10100100","10","32",เขตประเวศ,"01","02",หนองบอน,1
"13700",ศูนย์บริการสาธารณสุข57 บุญเรือง ล้ำเลิศ,"13","11703",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103202","10340100","34","32",เขตประเวศ,"01","02",หนองบอน,4
"13701",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13","11667",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102402","10240204","24","24",เขตราษฎร์บูรณะ,"02","02",บางปะกอก,31
"13701",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,"13","11708",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102402","10350300","35","24",เขตราษฎร์บูรณะ,"03","02",บางปะกอก,6
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10370100","37","49",เขตทุ่งครุ,"01","02",ทุ่งครุ,1
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11478",รพ.สมเด็จพระปิ่นเกล้า,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10150400","15","49",เขตทุ่งครุ,"04","02",ทุ่งครุ,12
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10180200","18","49",เขตทุ่งครุ,"02","02",ทุ่งครุ,738
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11540",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10230200","23","49",เขตทุ่งครุ,"02","02",ทุ่งครุ,3
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10310100","31","49",เขตทุ่งครุ,"01","02",ทุ่งครุ,54
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","11667",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10240204","24","49",เขตทุ่งครุ,"02","02",ทุ่งครุ,528
"13702",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104902","10200400","20","49",เขตทุ่งครุ,"04","02",ทุ่งครุ,6
"13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13","11472",รพ.ราชวิถี,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103602","10370100","37","36",เขตดอนเมือง,"01","02",สีกัน,2
"13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103602","10420300","42","36",เขตดอนเมือง,"03","02",สีกัน,634
"13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13","11537",รพ.กลาง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103602","10080200","08","36",เขตดอนเมือง,"02","02",สีกัน,7
"13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103602","10410100","41","36",เขตดอนเมือง,"01","02",สีกัน,7
"13703",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,"13","13781",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,กรุงเทพฯ,กรุงเทพฯ,"1000","13","103602","10370200","37","36",เขตดอนเมือง,"02","02",สีกัน,1
"13704",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13","11477",รพ.ทหารผ่านศึก,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104203","10140100","14","42",เขตสายไหม,"01","03",คลองถนน,2
"13704",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13","11722",รพ.มงกุฎวัฒนะ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104203","10410100","41","42",เขตสายไหม,"01","03",คลองถนน,1
"13704",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13","12243",สถาบันพัฒนาสุขภาวะเขตเมือง,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104203","10050200","05","42",เขตสายไหม,"02","03",คลองถนน,6
"13704",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","104203","10200400","20","42",เขตสายไหม,"04","03",คลองถนน,2
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","11469",รพ.เลิดสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10040200","04","22",เขตภาษีเจริญ,"02","01",บางหว้า,4
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10420300","42","22",เขตภาษีเจริญ,"03","01",บางหว้า,1
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10180200","18","22",เขตภาษีเจริญ,"02","01",บางหว้า,1028
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","11629",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10170200","17","22",เขตภาษีเจริญ,"02","01",บางหว้า,1
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10200400","20","22",เขตภาษีเจริญ,"04","01",บางหว้า,2
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","14173",รพ.ตำรวจ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10070300","07","22",เขตภาษีเจริญ,"03","01",บางหว้า,6
"13705",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102201","10400304","40","22",เขตภาษีเจริญ,"03","01",บางหว้า,27
"14818",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102801","10180200","18","28",เขตสาทร,"02","01",ทุ่งวัดดอน,6
"14818",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"13","11541",รพ.เจริญกรุงประชารักษ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102801","10310100","31","28",เขตสาทร,"01","01",ทุ่งวัดดอน,286
"14818",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"13","11667",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102801","10240204","24","28",เขตสาทร,"02","01",ทุ่งวัดดอน,1
"14818",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","102801","10400304","40","28",เขตสาทร,"03","01",ทุ่งวัดดอน,1
"21486",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"13","11482",รพ.ภูมิพลอดุลยเดช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","105001","10420300","42","50",เขตบางบอน,"03","01",บางบอน,2
"21486",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"13","11539",รพ.ตากสิน,กรุงเทพฯ,กรุงเทพฯ,"1000","13","105001","10180200","18","50",เขตบางบอน,"02","01",บางบอน,442
"21486",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"13","11540",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,กรุงเทพฯ,กรุงเทพฯ,"1000","13","105001","10230200","23","50",เขตบางบอน,"02","01",บางบอน,364
"21486",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"13","13814",รพ.ศิริราช,กรุงเทพฯ,กรุงเทพฯ,"1000","13","105001","10200400","20","50",เขตบางบอน,"04","01",บางบอน,3
"21486",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,"13","14641",รพ.ราชพิพัฒน์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","105001","10400304","40","50",เขตบางบอน,"03","01",บางบอน,4
"21526",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"13","11536",รพ.เวชการุณย์รัศมิ์,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100307","10030102","03","03",เขตหนองจอก,"01","07",ลำผักชี,699
"21526",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"13","11538",รพ.ลาดกระบังกรุงเทพมหานคร,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100307","10110100","11","03",เขตหนองจอก,"01","07",ลำผักชี,14
"21526",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,"13","11581",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,กรุงเทพฯ,กรุงเทพฯ,"1000","13","100307","10470100","47","03",เขตหนองจอก,"01","07",ลำผักชี,1
