"hcode","hname","hlevel","hclass","drug_store","clinic","clinic_lab","private_hospital","datein","datein_fyear","dateout","htype","htype_name","subtype","sub_type_name","sub_type_name_uhosnet","innovation_unit","uhosnet","status_uc","catm6","province_id","prov","ampr","tumbon","nhso_zone","nhso_zonename","latitude","longitude","ingest_tm"
"22871",คลินิกเวชกรรมพรเกษมปทุมวัน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22878",บางกอกคอสเมดคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22900",รมย์รวินท์คลินิกเวชกรรม สาขาเซ็นทรัลเวิลด์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22983",คลินิกเวชกรรมเฉพาะทางโรคสมองและโรคพาร์กินสัน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22987",คลินิกทันตกรรมบางกอกเดนทัลกรุ๊ป,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23173",ศุภะลักษณ์คลินิกการแพทย์แผนไทยประยุกต์ สาขาปทุมวัน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23220",คลินิคนิรนาม ศูนย์วิจัยโรคเอดส์ สภากาชาดไทย,"36","R020601,R020602,R0207",,,"1",,2015-10-01 00:00:00.000,"2016",,"0015",รัฐพิเศษ,"001501",สังกัดสภากาชาดไทย,รัฐพิเศษ,,,"4","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23261",เดิมแคร์คลินิกเวชกรรม สาขาเซ็นทรัลเวิลด์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23276",ศูนย์ทันตกรรมจัดฟันสยาม คลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22359",วุฒิ-ศักดิ์ คลินิกเวชกรรม สาขาสยามสแควร์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22363",รมย์รวินท์คลินิกเวชกรรม สาขาสยามพารากอน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22365",คลินิกเวชกรรมดุลยภาพ สาขาอาคารสำนักงานเซ็นทรัลเวิลด์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22463",เอส วี เจ เลเซอร์ คลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22520",คลินิกทันตกรรมเดนท์แอทพารากอน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22570",สยามสวอนคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22634",สยามแฟมิลี่เดนตอลคลินิก 3 คลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22207",ลาเบรอตานสหคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22214",ไบรท์สไมล์คลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20624",เลเซอร์วิชั่นคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20298",ดร.สมชายคลินิกเวชการ (เพลินจิต),"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20362",คลินิกหมอจุฑามาศเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21435",ศูนย์บริการสาธารณสุขศูนย์วิชาการคณะเภสัชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,"36",,,,,,,,,"0012",รัฐนอก สธ.,"001204",สังกัดกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,รัฐนอก สธ.,,,A,"100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20100",สยามแสควร์คลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21468",คลินิกเวชกรรมหมอเค,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21845",บจก.รักษ์ผิวคลินิกเวชกรรมเฉพาะทางผิวหนัง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20252",นิดา เมดิคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20468",คลินิกเอเพ็กซ์เวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20494",พฤกษาคลินิกเวชกรรม สาขาสยามเซ็นเตอร์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20940",สุรพลเดนทัลคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21699",สยามเลเซอร์คลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21146",เฮ่งเจ็กอุ้ยอูยซ้อ,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20829",สยามเดอร์มาติกคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23766",หน่วยปฏิบัติการบริการวิทยาศาสตร์สุขภาพ คณะสหเวชศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย,"36","R020601,R020602,R0207,R0212",,,"1",,2015-10-01 00:00:00.000,"2016",,"0012",รัฐนอก สธ.,"001204",สังกัดกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,รัฐนอก สธ.,,,"4","100703","1000",กรุงเทพฯ,เขตปทุมวัน,ปทุมวัน,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24043",คลินิก เอ็ม ดี ทันตกรรม,"36",Z,,,,,2010-04-28 00:00:00.000,"2010",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23453","101 คลินิกเวชกรรม","36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23684",คลินิกทันตกรรม  ยัวร์เด็นทิส,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23279",คลินิกทันตกรรมยัวร์แฟมิลี่,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22522",คลินิกกายภาพบำบัดอุดมสุข,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22174",คลินิกทันตกรรมสยามสมาย,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22211",ปฐมาคลินิกทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20550",วชิรธรรมสาธิตคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20629",วชิรธรรมสาธิต 54 คลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21707",คลินิกชุมชนหมู่บ้านท่าเรือ 1 เวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21733",คลินิก เอ็ม ดี ทันตกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20373",คลินิกหมออรพินทร์เวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20479",คลินิกเด็ก 101/1,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20493",ธรรมสาธิตคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20961",คลินิกทันตกรรมสุขุมวิท 93,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21275",บ้านหมอแพทย์แผนไทยประยุกต์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21313",คลินิกทันตกรรมวัชรพล สุขุมวิท101/1,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21029",คลินิกทันตกรรมธรรมสาธิต,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20767",คลินิกทันตกรรมแฟมิลี่เดนท์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21667",คลินิกทันตกรรมสุขุมวิท,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20798",คลินิกทันตกรรมยัวร์เด็นทิส,"36",Z,,,,,2009-10-02 00:00:00.000,"2010",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20744",เกียรติอารีโพลีคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21383",คลินิกทันตกรรมครอบครัวรักฟัน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21782",พฤกษาคลินิกเวชกรรม สาขาปิยรมย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21783",คลินิกรัตนเวชเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21791",คลินิกทันตกรรมบ้าน ฟ.ฟัน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21182",สุขุมวิท 93 คลินิกแผนไทย,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24795",คลินิกทันตกรรมบ้านฟันฟ้าใส,"36",Z,,,,,2012-03-09 00:00:00.000,"2012",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24359",นิลเวชคลินิก,"36",Z,,,,,2010-10-20 00:00:00.000,"2011",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"29203",บางจากคลินิกเวชกรรม,"36",Z,,,,,2020-10-01 00:00:00.000,"2021",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","100905","1000",กรุงเทพฯ,เขตพระโขนง,บางจาก,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22301",คลินิกทันตกรรมยิ้มหวาน,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","101905","1000",กรุงเทพฯ,เขตตลิ่งชัน,บางระมาด,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22001",คลินิกเวชกรรมเพชรเกษม 102,"36",Z,,,,,2020-07-09 00:00:00.000,"2020",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104004","1000",กรุงเทพฯ,เขตบางแค,หลักสอง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24166",สหคลินิกการเคหะ,"36","R0207,R0208",,,,,2021-07-01 00:00:00.000,"2021",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"4","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24079",คาเมราตาคลินิกเวชกรรม,"37",Z,,,,,2020-09-18 00:00:00.000,"2020",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24080",คาเมราตาคลินิกเวชกรรม สาขาหลักสี่,"37",Z,,,,,2020-09-18 00:00:00.000,"2020",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"24081",คาเมราตาคลินิกเวชกรรมสาขา ทุ่งสองห้อง,"37",Z,,,,,2020-09-18 00:00:00.000,"2020",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23711",คลินิกทันตกรรมเด็นทัลสตาร์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"23163",ณพลักษณ์ศัลยกรรมคลินิกเวชกรรมเฉพาะทาง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22536",สำนักงานแพทย์ทหาร,"36",R0207,,,,,2021-08-27 00:00:00.000,"2021",,"0012",รัฐนอก สธ.,"001202",สังกัดกระทรวงกลาโหม,รัฐนอก สธ.,,,"4","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"22737",รพ.จุฬาภรณ์,"39","R0102,R0201,R020201,R0203,R0205",,,,,2008-10-01 00:00:00.000,"2009",,"0012",รัฐนอก สธ.,"001203",สังกัดสำนักนายกรัฐมนตรี,รัฐนอก สธ.,,,"4","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,13.880500,100.578100,"20230425104911"
"21603",เรือนไทยคลินิกการแพทย์แผนไทย,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20247",คลินิกเวชกรรมสุธาสินี,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20263",พินัยการแพทย์,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20960",คลินิกทันตกรรมรักษ์ยิ้ม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"20735",อัจจิมาคลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21880",เอ็ม เอ เวชกรรมคลินิก,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21884",สไมล์ เฮลธ คลินิกเวชกรรม,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21886",ชินเขตคลินิกแพทย์ผิวหนังเวชกรรมเฉพาะทาง,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
"21657",คลินิกพุทธเวชการแพทย์แผนไทย,"36",Z,,,,,2009-04-27 00:00:00.000,"2009",,"0013",เอกชน,"001305",คลินิก (เอกชน),เอกชน,,,"2","104101","1000",กรุงเทพฯ,เขตหลักสี่,ทุ่งสองห้อง,"13",เขต 13 กรุงเทพมหานคร,,,"20230425104911"
