"yearmonth","hosname","amprhcode","ampr_nb","hnamehos","ampr_main_nb","timecup"
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",1
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.มงกุฎวัฒนะ,"41",1
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.สมเด็จพระปิ่นเกล้า,"15",1
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.สิรินธร,"32",633
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",2
"256506",ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,เขตสวนหลวง,"34",รพ.เลิดสิน,"04",1
"256506",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.ตำรวจ,"07",74
"256506",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",5
"256506",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.เจริญกรุงประชารักษ์,"31",6
"256506",ศูนย์บริการสาธารณสุข23 สี่พระยา,เขตบางรัก,"04",รพ.เลิดสิน,"04",84
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.กลาง,"08",3
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.ราชพิพัฒน์,"40",1
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.ราชวิถี,"37",1
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",253
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.ศิริราช,"20",1
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",3
"256506",ศูนย์บริการสาธารณสุข24  บางเขน,เขตจตุจักร,"30",ศูนย์บริการสาธารณสุข24  บางเขน,"30",1
"256506",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.ตำรวจ,"07",3
"256506",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.ภูมิพลอดุลยเดช,"42",4
"256506",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.ราชวิถี,"37",12
"256506",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.สิรินธร,"32",4
"256506",ศูนย์บริการสาธารณสุข25 ห้วยขวาง,เขตห้วยขวาง,"17",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",28
"256506",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.ตากสิน,"18",336
"256506",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.สมเด็จพระปิ่นเกล้า,"15",3
"256506",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",15
"256506",ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,เขตธนบุรี,"15",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",1
"256506",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.ตากสิน,"18",318
"256506",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.ศิริราช,"20",2
"256506",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.สมเด็จพระปิ่นเกล้า,"15",4
"256506",ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,เขตธนบุรี,"15",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",4
"256506",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.ตากสิน,"18",158
"256506",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.ราชพิพัฒน์,"40",2
"256506",ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,เขตคลองสาน,"18",รพ.เลิดสิน,"04",2
"256506",ศูนย์บริการสาธารณสุข29 ช่วง นุชเนตร,เขตจอมทอง,"35",รพ.ตากสิน,"18",419
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.กล้วยน้ำไท,"33",5
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ตำรวจ,"07",2
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",1
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.มงกุฎวัฒนะ,"41",116
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ราชพิพัฒน์,"40",2
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.ราชวิถี,"37",3
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",1
"256506",ศูนย์บริการสาธารณสุข3 บางซื่อ,เขตบางซื่อ,"29",ศูนย์บริการสาธารณสุข24  บางเขน,"30",2
"256506",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,เขตบางพลัด,"25",ทัณฑสถานโรงพยาบาลราชทัณฑ์,"30",1
"256506",คลินิกเวชกรรมพีเอ็มซี,เขตดอนเมือง,"36",ศูนย์บริการสาธารณสุข24  บางเขน,"30",2
"256506",ศูนย์บริการสาธารณสุข31 เอิบ - จิตร ทังสุบุตร,เขตบางพลัด,"25",รพ.ศิริราช,"20",5
"256506",ศูนย์บริการสาธารณสุข32 มาริษ ตินตมุสิก,เขตพระโขนง,"09",รพ.กล้วยน้ำไท,"33",2
"256506",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.กลาง,"08",3
"256506",ศูนย์บริการสาธารณสุข33 วัดหงส์รัตนาราม,เขตบางกอกใหญ่,"16",รพ.ตากสิน,"18",466
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ตำรวจ,"07",5
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",1
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",4
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ราชวิถี,"37",1
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.ศิริราช,"20",1
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.สมเด็จพระปิ่นเกล้า,"15",1
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.สิรินธร,"32",200
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.เจริญกรุงประชารักษ์,"31",2
"256506",ศูนย์บริการสาธารณสุข34 โพธิ์ศรี,เขตพระโขนง,"09",รพ.เลิดสิน,"04",12
"256506",ศูนย์บริการสาธารณสุข35 หัวหมาก,เขตบางกะปิ,"06",รพ.ตำรวจ,"07",2
"256506",ศูนย์บริการสาธารณสุข35 หัวหมาก,เขตบางกะปิ,"06",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",172
"256506",ศูนย์บริการสาธารณสุข36 บุคคโล,เขตธนบุรี,"15",รพ.ตากสิน,"18",293
"256506",ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,เขตสวนหลวง,"34",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",8
"256506",ศูนย์บริการสาธารณสุข37 ประสงค์ -สุดสาคร,เขตสวนหลวง,"34",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",45
"256506",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ตากสิน,"18",327
"256506",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.ราชวิถี,"37",2
"256506",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",2
"256506",ศูนย์บริการสาธารณสุข39 ราษฎร์บูรณะ,เขตราษฎร์บูรณะ,"24",รพ.เจริญกรุงประชารักษ์,"31",205
"256506",ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,"26",รพ.พระมงกุฎเกล้า,"37",2
"256506",ศูนย์บริการสาธารณสุข4 ดินแดง,เขตดินแดง,"26",รพ.สิรินธร,"32",6
"256506",ศูนย์บริการสาธารณสุข40  บางแค,เขตบางแค,"40",รพ.เจริญกรุงประชารักษ์,"31",1
"256506",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.กลาง,"08",2
"256506",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",1
"256506",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",2
"256506",ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,"33",รพ.เลิดสิน,"04",1
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.กลาง,"08",3
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ตากสิน,"18",1141
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ราชวิถี,"37",2
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.ศิริราช,"20",3
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",2
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.เจริญกรุงประชารักษ์,"31",11
"256506",ศูนย์บริการสาธารณสุข42 ถนอม ทองสิมา,เขตบางขุนเทียน,"21",รพ.เลิดสิน,"04",1
"256506",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ตากสิน,"18",2
"256506",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ตำรวจ,"07",2
"256506",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.ลาดกระบังกรุงเทพมหานคร,"11",44
"256506",ศูนย์บริการสาธารณสุข43  มีนบุรี,เขตมีนบุรี,"10",รพ.เวชการุณย์รัศมิ์,"03",256
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",10
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.นพรัตนราชธานี,"43",153
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.ลาดกระบังกรุงเทพมหานคร,"11",9
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.สิรินธร,"32",13
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.เจริญกรุงประชารักษ์,"31",3
"256506",ศูนย์บริการสาธารณสุข44 ลำผักชี หนองจอก,เขตหนองจอก,"03",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",3
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",1
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.กล้วยน้ำไท,"33",1
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",3
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",3
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ภูมิพลอดุลยเดช,"42",1
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ราชวิถี,"37",1
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",1
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.ลาดกระบังกรุงเทพมหานคร,"11",667
"256506",ศูนย์บริการสาธารณสุข45 ร่มเกล้า ลาดกระบัง,เขตลาดกระบัง,"11",รพ.เวชการุณย์รัศมิ์,"03",3
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.ภูมิพลอดุลยเดช,"42",1
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.ราชพิพัฒน์,"40",1
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.ราชวิถี,"37",3
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.ลาดกระบังกรุงเทพมหานคร,"11",241
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.สมเด็จพระปิ่นเกล้า,"15",2
"256506",ศูนย์บริการสาธารณสุข46 กันตารัติอุทิศ,เขตลาดกระบัง,"11",รพ.สิรินธร,"32",159
"256506",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.ตากสิน,"18",198
"256506",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.เจริญกรุงประชารักษ์,"31",1
"256506",ศูนย์บริการสาธารณสุข47 คลองขวาง,เขตภาษีเจริญ,"22",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",2
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",1
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.กลาง,"08",22
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.ตากสิน,"18",185
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",3
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.ราชพิพัฒน์,"40",814
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.สมเด็จพระปิ่นเกล้า,"15",3
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",1195
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.เจริญกรุงประชารักษ์,"31",22
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",3
"256506",ศูนย์บริการสาธารณสุข48 นาควัชระ อุทิศ,เขตหนองแขม,"23",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",1
"256506",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",6
"256506",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",2
"256506",ศูนย์บริการสาธารณสุข49 วัดชัยพฤกษมาลา,เขตตลิ่งชัน,"19",รพ.ศิริราช,"20",975
"256506",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.กลาง,"08",174
"256506",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.ราชวิถี,"37",3
"256506",ศูนย์บริการสาธารณสุข5 จุฬาลงกรณ์,เขตปทุมวัน,"07",รพ.เจริญกรุงประชารักษ์,"31",2
"256506",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.กลาง,"08",2
"256506",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.สิรินธร,"32",78
"256506",ศูนย์บริการสาธารณสุข50 บึงกุ่ม,เขตบึงกุ่ม,"27",รพ.เวชการุณย์รัศมิ์,"03",2
"256506",ศูนย์บริการสาธารณสุข51 จตุจักร,เขตจตุจักร,"30",รพ.พระมงกุฎเกล้า,"37",84
"256506",ศูนย์บริการสาธารณสุข51 จตุจักร,เขตจตุจักร,"30",รพ.มงกุฎวัฒนะ,"41",10
"256506",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.ตากสิน,"18",2
"256506",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.ทหารผ่านศึก,"14",2
"256506",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.ราชวิถี,"37",17
"256506",ศูนย์บริการสาธารณสุข52 สามเสนนอก,เขตดินแดง,"26",รพ.สิรินธร,"32",128
"256506",ศูนย์บริการสาธารณสุข55 เดชะสัมพันธ์,เขตยานนาวา,"12",รพ.เจริญกรุงประชารักษ์,"31",305
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",1
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.ทหารผ่านศึก,"14",1
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",5
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.มงกุฎวัฒนะ,"41",10
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.ราชวิถี,"37",8
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.สิรินธร,"32",450
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.เพชรเวชโรงพยาบาลทั่วไปขนาดใหญ่,"17",3
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",รพ.เลิดสิน,"04",5
"256506",ศูนย์บริการสาธารณสุข56 ทับเจริญ,เขตบึงกุ่ม,"27",ศูนย์บริการสาธารณสุข24  บางเขน,"30",5
"256506",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,เขตราษฎร์บูรณะ,"24",รพ.กลาง,"08",3
"256506",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,เขตราษฎร์บูรณะ,"24",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",6
"256506",ศูนย์บริการสาธารณสุข58 ล้อม-พิมเสนฟักอุดม,เขตราษฎร์บูรณะ,"24",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",31
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",2
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.กลาง,"08",17
"256506",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,"02",รพ.กลาง,"08",181
"256506",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,"02",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",7
"256506",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,"02",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",13
"256506",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,"02",รพ.เจริญกรุงประชารักษ์,"31",5
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.กลาง,"08",7
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.ตากสิน,"18",1
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.ราชวิถี,"37",2
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",สถาบันพัฒนาสุขภาวะเขตเมือง,"05",1
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",3
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.ทหารผ่านศึก,"14",2
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.ราชวิถี,"37",1
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.ศิริราช,"20",2
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.กลาง,"08",5
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.ผู้สูงอายุขนาดกลางกล้วยน้ำไท 2,"47",1
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.ภูมิพลอดุลยเดช,"42",1
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.ราชพิพัฒน์,"40",6
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.ทั่วไปขนาดใหญ่แพทย์ปัญญา,"34",1
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.ราชพิพัฒน์,"40",1
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.รามาธิบดี  มหาวิทยาลัยมหิดล,"37",2
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.เจริญกรุงประชารักษ์,"31",189
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",1
"256506",ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,"46",รพ.นพรัตนราชธานี,"43",1131
"256506",ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,"46",รพ.สิรินธร,"32",148
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.กลาง,"08",10
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",7
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",1
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.สิรินธร,"32",1
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.เจริญกรุงประชารักษ์,"31",2
"256506",ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,เขตลาดพร้าว,"38",นวมินทร์  โรงพยาบาลทั่วไปขนาดใหญ่,"10",1
"256506",ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,เขตลาดพร้าว,"38",รพ.ภูมิพลอดุลยเดช,"42",1
"256506",ศูนย์บริการสาธารณสุข66 ตำหนักพระแม่กวนอิม,เขตลาดพร้าว,"38",รพ.ราชวิถี,"37",5
"256506",ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,เขตทวีวัฒนา,"48",ทัณฑสถานโรงพยาบาลราชทัณฑ์,"30",1
"256506",ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,เขตทวีวัฒนา,"48",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",8
"256506",ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,เขตทวีวัฒนา,"48",รพ.ตากสิน,"18",40
"256506",ศูนย์บริการสาธารณสุข67 ทวีวัฒนา,เขตทวีวัฒนา,"48",รพ.ตำรวจ,"07",2
